GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0050896	P	response to stimulus	30	94	4057	37767	2.7e-08	8.8e-06	// AT3G17790 // AT2G17840 // AT5G65140 // AT2G33380 // AT2G22330 // AT4G17615 // AT2G30020 // AT3G44260 // AT3G17800 // AT3G43790 // AT1G12610 // AT1G80130 // AT5G62520 // AT1G25220 // AT5G57220 // AT1G11670 // AT3G59220 // AT4G34410 // AT5G01540 // AT3G61900 // AT1G76650 // AT1G01470 // AT2G35930 // AT1G61560 // AT2G30360 // AT3G25760 // AT3G02840 // AT2G02990 // AT5G63770 // AT2G04066 
GO:0009611	P	response to wounding	7	94	197	37767	8.2e-07	0.00013	// AT1G76650 // AT1G01470 // AT2G22330 // AT2G30020 // AT3G44260 // AT5G63770 // AT2G02990 
GO:0042221	P	response to chemical stimulus	18	94	2085	37767	3.7e-06	0.0004	// AT5G01540 // AT2G17840 // AT5G65140 // AT3G61900 // AT1G01470 // AT2G35930 // AT3G17790 // AT2G33380 // AT1G80130 // AT1G11670 // AT4G17615 // AT3G25760 // AT3G02840 // AT1G25220 // AT2G02990 // AT3G59220 // AT4G34410 // AT2G04066 
GO:0006950	P	response to stress	18	94	2320	37767	1.6e-05	0.0013	// AT1G61560 // AT3G17790 // AT2G17840 // AT3G25760 // AT1G76650 // AT1G12610 // AT2G35930 // AT5G57220 // AT2G33380 // AT5G63770 // AT1G80130 // AT2G22330 // AT5G62520 // AT4G17615 // AT2G30020 // AT3G44260 // AT1G01470 // AT2G02990 
GO:0009414	P	response to water deprivation	6	94	229	37767	2.8e-05	0.0017	// AT2G17840 // AT1G01470 // AT2G35930 // AT2G33380 // AT4G17615 // AT3G25760 
GO:0009415	P	response to water	6	94	240	37767	3.6e-05	0.0017	// AT2G17840 // AT1G01470 // AT2G35930 // AT2G33380 // AT4G17615 // AT3G25760 
GO:0009607	P	response to biotic stimulus	9	94	638	37767	3.4e-05	0.0017	// AT3G43790 // AT5G57220 // AT1G61560 // AT2G22330 // AT2G33380 // AT2G30020 // AT3G02840 // AT1G25220 // AT3G44260 
GO:0009605	P	response to external stimulus	7	94	429	37767	0.00011	0.0045	// AT1G76650 // AT1G01470 // AT2G22330 // AT2G30020 // AT3G44260 // AT5G63770 // AT2G02990 
GO:0051707	P	response to other organism	8	94	599	37767	0.00014	0.0049	// AT3G43790 // AT5G57220 // AT1G61560 // AT2G22330 // AT2G33380 // AT2G30020 // AT3G02840 // AT1G25220 
GO:0051704	P	multi-organism process	9	94	776	37767	0.00015	0.0049	// AT3G43790 // AT5G57220 // AT1G61560 // AT2G22330 // AT2G33380 // AT2G30020 // AT1G61360 // AT1G25220 // AT3G02840 
GO:0009628	P	response to abiotic stimulus	12	94	1471	37767	0.00031	0.0091	// AT2G17840 // AT1G12610 // AT2G35930 // AT2G33380 // AT5G63770 // AT5G62520 // AT4G17615 // AT3G25760 // AT2G30360 // AT3G59220 // AT1G01470 // AT3G17800 
GO:0009651	P	response to salt stress	5	94	366	37767	0.0024	0.064	// AT5G62520 // AT1G12610 // AT2G17840 // AT4G17615 // AT2G33380 
GO:0043412	P	macromolecule modification	11	94	1636	37767	0.0026	0.065	// AT3G57640 // AT5G67340 // AT5G22250 // AT2G35930 // AT1G79680 // AT2G30360 // AT1G60190 // AT1G61360 // AT5G40540 // AT3G44260 // AT4G21940 
GO:0006970	P	response to osmotic stress	5	94	408	37767	0.0037	0.087	// AT5G62520 // AT1G12610 // AT2G17840 // AT4G17615 // AT2G33380 
GO:0043687	P	post-translational protein modification	9	94	1248	37767	0.0041	0.088	// AT3G57640 // AT5G67340 // AT2G35930 // AT1G79680 // AT2G30360 // AT1G60190 // AT1G61360 // AT5G40540 // AT4G21940 
GO:0010033	P	response to organic substance	9	94	1342	37767	0.0064	0.13	// AT5G01540 // AT3G61900 // AT2G35930 // AT2G33380 // AT4G17615 // AT1G25220 // AT3G59220 // AT4G34410 // AT2G02990 
GO:0019748	P	secondary metabolic process	5	94	489	37767	0.0079	0.15	// AT2G22330 // AT3G21070 // AT3G51450 // AT5G57220 // AT2G02990 
GO:0006464	P	protein modification process	9	94	1474	37767	0.011	0.21	// AT3G57640 // AT5G67340 // AT2G35930 // AT1G79680 // AT2G30360 // AT1G60190 // AT1G61360 // AT5G40540 // AT4G21940 
GO:0016310	P	phosphorylation	7	94	1079	37767	0.019	0.3	// AT1G79680 // AT4G21940 // AT3G57640 // AT1G61360 // AT5G40540 // AT2G30360 // AT5G63770 
GO:0009719	P	response to endogenous stimulus	7	94	1068	37767	0.018	0.3	// AT5G01540 // AT3G61900 // AT2G33380 // AT4G17615 // AT1G25220 // AT3G59220 // AT2G02990 
GO:0005975	P	carbohydrate metabolic process	6	94	866	37767	0.022	0.34	// AT1G56600 // AT3G04010 // AT5G57220 // AT2G22330 // AT5G65140 // AT1G48100 
GO:0006796	P	phosphate metabolic process	7	94	1178	37767	0.028	0.4	// AT1G79680 // AT4G21940 // AT3G57640 // AT1G61360 // AT5G40540 // AT2G30360 // AT5G63770 
GO:0006793	P	phosphorus metabolic process	7	94	1179	37767	0.028	0.4	// AT1G79680 // AT4G21940 // AT3G57640 // AT1G61360 // AT5G40540 // AT2G30360 // AT5G63770 
GO:0006468	P	protein amino acid phosphorylation	6	94	946	37767	0.031	0.42	// AT1G79680 // AT4G21940 // AT3G57640 // AT1G61360 // AT5G40540 // AT2G30360 
GO:0009987	P	cellular process	38	94	11684	37767	0.032	0.42	// AT3G17790 // AT5G22250 // AT2G33380 // AT3G57640 // AT2G22330 // AT4G17615 // AT1G61360 // AT3G44260 // AT4G21940 // AT5G64800 // AT5G67340 // AT5G52020 // AT3G21070 // AT2G21510 // AT1G60190 // AT5G62520 // AT1G25220 // AT3G55940 // AT2G30360 // AT5G57220 // AT1G79680 // AT1G11670 // AT5G40540 // AT5G46830 // AT4G34410 // AT5G26930 // AT5G01540 // AT2G35930 // AT1G25250 // AT1G61560 // AT5G63770 // AT3G51450 // AT3G25760 // AT5G65140 // AT2G02990 // AT1G12610 // AT2G22500 // AT2G04066 
GO:0009725	P	response to hormone stimulus	6	94	982	37767	0.037	0.46	// AT5G01540 // AT3G61900 // AT2G33380 // AT4G17615 // AT1G25220 // AT3G59220 
GO:0006952	P	defense response	5	94	766	37767	0.043	0.52	// AT2G22330 // AT2G35930 // AT5G57220 // AT2G30020 // AT1G61560 
GO:0051716	P	cellular response to stimulus	5	94	840	37767	0.06	0.65	// AT2G22330 // AT5G01540 // AT5G57220 // AT4G17615 // AT2G02990 
GO:0048513	P	organ development	5	94	838	37767	0.059	0.65	// AT1G25220 // AT1G12610 // AT4G13195 // AT2G18800 // AT5G63770 
GO:0048731	P	system development	5	94	839	37767	0.059	0.65	// AT1G25220 // AT1G12610 // AT4G13195 // AT2G18800 // AT5G63770 
GO:0044238	P	primary metabolic process	29	94	8995	37767	0.073	0.77	// AT5G22250 // AT2G33380 // AT3G57640 // AT2G22330 // AT1G61360 // AT3G44260 // AT4G21940 // AT5G67340 // AT5G52020 // AT3G21070 // AT2G21510 // AT1G60190 // AT1G25220 // AT1G48100 // AT3G04010 // AT5G57220 // AT1G79680 // AT5G40540 // AT5G46830 // AT4G34410 // AT5G26930 // AT2G35930 // AT1G25250 // AT3G55940 // AT1G56600 // AT3G25760 // AT5G65140 // AT2G30360 // AT2G02990 
GO:0044237	P	cellular metabolic process	28	94	8722	37767	0.081	0.83	// AT5G22250 // AT2G33380 // AT3G57640 // AT2G22330 // AT1G61360 // AT3G44260 // AT4G21940 // AT5G67340 // AT5G52020 // AT3G21070 // AT2G21510 // AT1G60190 // AT5G62520 // AT1G25220 // AT5G57220 // AT1G79680 // AT5G40540 // AT5G46830 // AT4G34410 // AT5G26930 // AT2G35930 // AT1G25250 // AT2G30360 // AT3G51450 // AT3G25760 // AT5G65140 // AT5G63770 // AT2G02990 
GO:0065007	P	biological regulation	15	94	4188	37767	0.095	0.94	// AT5G26930 // AT5G01540 // AT5G63770 // AT5G52020 // AT1G12610 // AT1G25250 // AT3G17790 // AT3G55940 // AT2G22330 // AT4G17615 // AT1G25220 // AT5G46830 // AT4G34410 // AT5G64800 // AT2G02990 
GO:0080090	P	regulation of primary metabolic process	5	94	1952	37767	0.54	1	// AT5G26930 // AT5G52020 // AT5G46830 // AT1G25250 // AT4G34410 
GO:0019222	P	regulation of metabolic process	6	94	2210	37767	0.47	1	// AT5G26930 // AT5G52020 // AT1G25250 // AT5G63770 // AT5G46830 // AT4G34410 
GO:0031323	P	regulation of cellular metabolic process	6	94	2036	37767	0.4	1	// AT5G26930 // AT5G52020 // AT1G25250 // AT5G63770 // AT5G46830 // AT4G34410 
GO:0034645	P	cellular macromolecule biosynthetic process	5	94	3661	37767	0.96	1	// AT5G26930 // AT5G52020 // AT5G46830 // AT1G25250 // AT4G34410 
GO:0044249	P	cellular biosynthetic process	13	94	4925	37767	0.46	1	// AT5G26930 // AT5G52020 // AT3G21070 // AT5G57220 // AT2G22330 // AT3G51450 // AT3G25760 // AT1G25220 // AT5G65140 // AT1G25250 // AT5G46830 // AT4G34410 // AT2G02990 
GO:0006807	P	nitrogen compound metabolic process	12	94	3826	37767	0.24	1	// AT5G26930 // AT1G25220 // AT5G52020 // AT3G21070 // AT5G57220 // AT2G22330 // AT3G51450 // AT5G22250 // AT1G25250 // AT3G44260 // AT5G46830 // AT4G34410 
GO:0045449	P	regulation of transcription	5	94	1802	37767	0.47	1	// AT5G26930 // AT5G52020 // AT5G46830 // AT1G25250 // AT4G34410 
GO:0007165	P	signal transduction	5	94	1228	37767	0.19	1	// AT5G01540 // AT2G02990 // AT4G17615 // AT5G64800 // AT3G55940 
GO:0051179	P	localization	7	94	1922	37767	0.2	1	// AT1G11670 // AT5G57220 // AT2G22330 // AT5G15240 // AT4G17615 // AT2G22500 // AT2G04066 
GO:0007275	P	multicellular organismal development	7	94	2020	37767	0.24	1	// AT5G01540 // AT4G13195 // AT1G12610 // AT2G18800 // AT5G63770 // AT1G25220 // AT1G01470 
GO:0044267	P	cellular protein metabolic process	10	94	3487	37767	0.37	1	// AT3G57640 // AT5G67340 // AT2G35930 // AT2G21510 // AT1G79680 // AT2G30360 // AT1G60190 // AT1G61360 // AT5G40540 // AT4G21940 
GO:0044260	P	cellular macromolecule metabolic process	17	94	6447	37767	0.44	1	// AT5G26930 // AT3G57640 // AT5G67340 // AT5G52020 // AT2G35930 // AT2G21510 // AT1G25250 // AT4G34410 // AT1G60190 // AT1G79680 // AT5G22250 // AT1G61360 // AT5G40540 // AT3G44260 // AT5G46830 // AT4G21940 // AT2G30360 
GO:0050789	P	regulation of biological process	12	94	3697	37767	0.21	1	// AT5G26930 // AT5G01540 // AT5G63770 // AT5G52020 // AT1G12610 // AT1G25250 // AT3G55940 // AT4G17615 // AT5G46830 // AT4G34410 // AT5G64800 // AT2G02990 
GO:0060255	P	regulation of macromolecule metabolic process	5	94	2060	37767	0.59	1	// AT5G26930 // AT5G52020 // AT5G46830 // AT1G25250 // AT4G34410 
GO:0010467	P	gene expression	5	94	3962	37767	0.97	1	// AT5G26930 // AT5G52020 // AT5G46830 // AT1G25250 // AT4G34410 
GO:0031326	P	regulation of cellular biosynthetic process	5	94	1881	37767	0.51	1	// AT5G26930 // AT5G52020 // AT5G46830 // AT1G25250 // AT4G34410 
GO:0010468	P	regulation of gene expression	5	94	2001	37767	0.56	1	// AT5G26930 // AT5G52020 // AT5G46830 // AT1G25250 // AT4G34410 
GO:0032501	P	multicellular organismal process	8	94	2094	37767	0.15	1	// AT5G01540 // AT4G13195 // AT1G12610 // AT2G18800 // AT5G63770 // AT1G61360 // AT1G25220 // AT1G01470 
GO:0032502	P	developmental process	9	94	2304	37767	0.12	1	// AT5G01540 // AT4G13195 // AT1G12610 // AT2G18800 // AT5G63770 // AT3G61880 // AT1G25220 // AT1G01470 // AT2G02990 
GO:0006810	P	transport	5	94	1846	37767	0.49	1	// AT1G11670 // AT5G15240 // AT4G17615 // AT2G22500 // AT2G04066 
GO:0009058	P	biosynthetic process	14	94	5118	37767	0.4	1	// AT5G26930 // AT1G56600 // AT5G52020 // AT3G21070 // AT5G57220 // AT2G22330 // AT3G51450 // AT3G25760 // AT1G25220 // AT5G65140 // AT1G25250 // AT5G46830 // AT4G34410 // AT2G02990 
GO:0006139	P	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	8	94	3198	37767	0.55	1	// AT5G26930 // AT5G52020 // AT3G21070 // AT1G25250 // AT5G22250 // AT3G44260 // AT5G46830 // AT4G34410 
GO:0019219	P	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	5	94	1847	37767	0.49	1	// AT5G26930 // AT5G52020 // AT5G46830 // AT1G25250 // AT4G34410 
