GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0006915	P	apoptosis	36	1904	159	37767	3.3e-12	7.7e-09	// AT4G11280 // AT5G58120 // AT1G69550 // AT5G46490 // AT2G14080 // AT5G40060 // AT1G61180 // AT1G12060 // AT5G46270 // AT5G43730 // AT1G61300 // AT1G63870 // AT1G72860 // AT5G41740 // AT5G17680 // AT1G59218 // AT5G40910 // AT5G66900 // AT4G10780 // AT4G19520 // AT4G36140 // AT5G11250 // AT1G58807 // AT4G19500 // AT1G58848 // AT5G46260 // AT1G61310 // AT1G12280 // AT3G46730 // AT5G43740 // AT5G41750 // AT4G27220 // AT1G58602 // AT1G59124 // AT5G38850 // AT4G16920 
GO:0050896	P	response to stimulus	303	1904	4057	37767	1.5e-11	1.2e-08	// AT4G12560 // AT3G44480 // AT4G34135 // AT3G47950 // AT1G33080 // AT5G49730 // AT5G45380 // AT3G61220 // AT5G58120 // AT2G33380 // AT2G20340 // AT3G22420 // AT1G61180 // AT5G08790 // AT2G35840 // AT5G58080 // AT4G34131 // AT5G63790 // AT1G63870 // AT1G02270 // AT1G12290 // AT1G12610 // AT1G71520 // AT4G23260 // AT3G13782 // AT4G25480 // AT1G51270 // AT1G72920 // AT4G10780 // AT1G69440 // AT3G56850 // AT1G49670 // AT3G08720 // AT3G58070 // AT5G66900 // AT2G29090 // AT2G44240 // AT1G59620 // AT4G28556 // AT1G60960 // AT1G63360 // AT3G02850 // AT5G13580 // AT5G49480 // AT2G22240 // AT1G70000 // AT2G23430 // AT5G26990 // AT5G60430 // AT1G78290 // AT1G58848 // AT4G18010 // AT2G24040 // AT1G75280 // AT3G46530 // AT1G20450 // AT5G03240 // AT3G61900 // AT3G46730 // AT1G63840 // AT1G76650 // AT4G26850 // AT5G59780 // AT3G60690 // AT2G29420 // AT1G58602 // AT3G04110 // AT2G46340 // AT2G44080 // AT1G56510 // AT5G11250 // AT3G05370 // AT4G16920 // AT5G16980 // AT1G32920 // AT5G62470 // AT4G37220 // AT3G23010 // AT5G65060 // AT1G77920 // AT5G46470 // AT2G19860 // AT1G50290 // AT4G03290 // AT3G44630 // AT2G39800 // AT2G18170 // AT4G17615 // AT1G12280 // AT5G46270 // AT2G46270 // AT5G43730 // AT3G28210 // AT1G64320 // AT3G15390 // AT1G72860 // AT5G20150 // AT4G26560 // AT1G20630 // AT3G19850 // AT3G55120 // AT5G52450 // AT4G27410 // AT1G59218 // AT5G02200 // AT3G17800 // AT5G13740 // AT2G31450 // AT4G36990 // AT2G40000 // AT3G05360 // AT4G12670 // AT5G55390 // AT1G20470 // AT1G05560 // AT1G07400 // AT2G15480 // AT3G05700 // AT2G31230 // AT4G12400 // AT4G26150 // AT4G13810 // AT3G22370 // AT1G12244 // AT3G53250 // AT2G18050 // AT5G46260 // AT3G25050 // AT1G61310 // AT5G24120 // AT5G16600 // AT4G22200 // AT4G31760 // AT1G69270 // AT1G50280 // AT5G63160 // AT1G76690 // AT1G27760 // AT2G43535 // AT4G34990 // AT3G50840 // AT3G14070 // AT5G47240 // AT5G58140 // AT2G40460 // AT2G32390 // AT1G19660 // AT5G59720 // AT5G38850 // AT5G44510 // AT5G46490 // AT3G17790 // AT4G17500 // AT4G11280 // AT3G61890 // AT5G66890 // AT3G22460 // AT5G17000 // AT3G23910 // AT3G07520 // AT5G17680 // AT2G30020 // AT4G12850 // AT3G09870 // AT4G26080 // AT1G61300 // AT1G66730 // AT5G14640 // AT3G52115 // AT3G43790 // AT1G01580 // AT5G37980 // AT2G46790 // AT4G12000 // AT4G34410 // AT1G80130 // AT2G40670 // AT4G04955 // AT1G69550 // AT4G34000 // AT2G17660 // AT3G27820 // AT1G61800 // AT5G39610 // AT2G35380 // AT4G32980 // AT2G37760 // AT1G58807 // AT1G76680 // AT4G19500 // AT5G22300 // AT1G13080 // AT2G16720 // AT2G21200 // AT5G54490 // AT3G15352 // AT5G07990 // AT2G45660 // AT2G18950 // AT3G11020 // AT1G10760 // AT5G16970 // AT4G27220 // AT1G72950 // AT3G12580 // AT1G11270 // AT1G54100 // AT5G43740 // AT5G41750 // AT3G05550 // AT2G28560 // AT5G16990 // AT1G51340 // AT5G19140 // AT1G45616 // AT5G52640 // AT3G26790 // AT1G67080 // AT1G05900 // AT4G10960 // AT1G72650 // AT2G36750 // AT1G49720 // AT1G18330 // AT3G62090 // AT3G05120 // AT1G51950 // AT1G33970 // AT2G17290 // AT1G01520 // AT2G14080 // AT1G64360 // AT5G46330 // AT3G44670 // AT4G13920 // AT5G16960 // AT5G24380 // AT5G52310 // AT1G77280 // AT5G17580 // AT4G35900 // AT5G41340 // AT3G44260 // AT1G11210 // AT4G36140 // AT5G38150 // AT5G48850 // AT1G72940 // AT1G72930 // AT1G74840 // AT2G46830 // AT1G01720 // AT1G47510 // AT5G41740 // AT1G56650 // AT1G74930 // AT1G15050 // AT5G37770 // AT1G24010 // AT4G36930 // AT1G62630 // AT1G10940 // AT5G40910 // AT4G18880 // AT1G73700 // AT2G04240 // AT4G36000 // AT4G22880 // AT2G22430 // AT4G19520 // AT1G09650 // AT4G25470 // AT3G45650 // AT3G07930 // AT3G21890 // AT3G50660 // AT4G22950 // AT2G18260 // AT1G72910 // AT4G02200 // AT5G62020 // AT1G18710 // AT5G46180 // AT2G39920 // AT4G21910 // AT4G13180 // AT1G69260 // AT2G34600 // AT4G01060 // AT5G52660 // AT1G29395 // AT1G76570 // AT1G54160 // AT4G16890 // AT1G71697 // AT3G11410 // AT3G62550 // AT1G59124 // AT2G46680 // AT5G65140 // AT1G76180 // AT1G20030 // AT4G25490 
GO:0006950	P	response to stress	196	1904	2320	37767	1.1e-11	1.2e-08	// AT4G12560 // AT3G44480 // AT3G47950 // AT5G45380 // AT3G61220 // AT5G58120 // AT1G78290 // AT1G61180 // AT5G63790 // AT1G63870 // AT1G02270 // AT1G12290 // AT1G12610 // AT5G17680 // AT3G13782 // AT4G25480 // AT1G51270 // AT1G72920 // AT4G10780 // AT5G39610 // AT3G56850 // AT1G49670 // AT5G66900 // AT4G10960 // AT4G13810 // AT2G44240 // AT1G59620 // AT4G22950 // AT1G63360 // AT5G11250 // AT5G49480 // AT2G22240 // AT1G70000 // AT5G26990 // AT2G33380 // AT1G58848 // AT2G24040 // AT1G75280 // AT3G46530 // AT1G20450 // AT3G46730 // AT1G76650 // AT4G26850 // AT5G59780 // AT1G58602 // AT2G31450 // AT1G72910 // AT1G56510 // AT3G05370 // AT4G16920 // AT5G16980 // AT5G62470 // AT4G37220 // AT3G23010 // AT5G65060 // AT1G77920 // AT5G46470 // AT4G03290 // AT3G44630 // AT2G39800 // AT4G17615 // AT3G27820 // AT5G46270 // AT5G43730 // AT1G72860 // AT5G20150 // AT1G20630 // AT4G27410 // AT1G59218 // AT4G34990 // AT4G36990 // AT2G40000 // AT3G05360 // AT5G55390 // AT1G07400 // AT4G12400 // AT1G32920 // AT3G22370 // AT1G12244 // AT2G18050 // AT5G46260 // AT1G61310 // AT4G31760 // AT1G76690 // AT1G27760 // AT2G43535 // AT1G11210 // AT3G14070 // AT5G47240 // AT1G19660 // AT5G59720 // AT5G38850 // AT5G46490 // AT3G17790 // AT5G08790 // AT4G11280 // AT3G61890 // AT5G66890 // AT5G17000 // AT3G23910 // AT3G05700 // AT2G30020 // AT1G50290 // AT1G61300 // AT1G66730 // AT5G14640 // AT5G44510 // AT5G37980 // AT4G12000 // AT1G18710 // AT1G80130 // AT4G04955 // AT4G34000 // AT1G76680 // AT2G35380 // AT4G36140 // AT1G58807 // AT4G19500 // AT5G22300 // AT1G13080 // AT2G16720 // AT1G76180 // AT2G18170 // AT3G08720 // AT2G45660 // AT2G20340 // AT3G11020 // AT1G10760 // AT5G16970 // AT4G27220 // AT1G72950 // AT3G12580 // AT1G11270 // AT1G54100 // AT5G43740 // AT5G41750 // AT3G05550 // AT2G28560 // AT5G16990 // AT1G45616 // AT5G52640 // AT1G05900 // AT1G69550 // AT1G72650 // AT1G49720 // AT1G18330 // AT3G52115 // AT1G01520 // AT2G14080 // AT1G64360 // AT5G46330 // AT3G44670 // AT4G13920 // AT5G16960 // AT5G52310 // AT1G77280 // AT5G41340 // AT3G44260 // AT5G48850 // AT1G72940 // AT1G72930 // AT1G74840 // AT2G46830 // AT1G01720 // AT5G41740 // AT1G56650 // AT1G74930 // AT5G37770 // AT1G24010 // AT4G36930 // AT1G62630 // AT1G10940 // AT5G40910 // AT2G04240 // AT4G22880 // AT2G22430 // AT4G19520 // AT4G26080 // AT4G25470 // AT3G07930 // AT2G18260 // AT4G02200 // AT5G46180 // AT2G18950 // AT1G12280 // AT4G01060 // AT5G52660 // AT1G29395 // AT1G54160 // AT4G16890 // AT1G71697 // AT3G11410 // AT3G62550 // AT1G59124 // AT2G46680 // AT4G25490 
GO:0012501	P	programmed cell death	39	1904	244	37767	3.6e-09	2.1e-06	// AT4G11280 // AT5G58120 // AT1G69550 // AT5G46490 // AT2G14080 // AT5G40060 // AT2G19860 // AT1G61180 // AT1G12060 // AT5G46270 // AT5G43730 // AT1G61300 // AT1G63870 // AT1G72860 // AT5G02190 // AT5G41740 // AT5G17680 // AT1G59218 // AT5G40910 // AT5G66900 // AT4G10780 // AT4G19520 // AT4G36140 // AT5G11250 // AT1G58807 // AT4G19500 // AT1G58848 // AT5G46260 // AT1G61310 // AT3G46530 // AT1G12280 // AT3G46730 // AT5G43740 // AT5G41750 // AT4G27220 // AT1G58602 // AT1G59124 // AT5G38850 // AT4G16920 
GO:0008219	P	cell death	39	1904	286	37767	1.6e-07	6.2e-05	// AT4G11280 // AT5G58120 // AT1G69550 // AT5G46490 // AT2G14080 // AT5G40060 // AT2G19860 // AT1G61180 // AT1G12060 // AT5G46270 // AT5G43730 // AT1G61300 // AT1G63870 // AT1G72860 // AT5G02190 // AT5G41740 // AT5G17680 // AT1G59218 // AT5G40910 // AT5G66900 // AT4G10780 // AT4G19520 // AT4G36140 // AT5G11250 // AT1G58807 // AT4G19500 // AT1G58848 // AT5G46260 // AT1G61310 // AT3G46530 // AT1G12280 // AT3G46730 // AT5G43740 // AT5G41750 // AT4G27220 // AT1G58602 // AT1G59124 // AT5G38850 // AT4G16920 
GO:0016265	P	death	39	1904	286	37767	1.6e-07	6.2e-05	// AT4G11280 // AT5G58120 // AT1G69550 // AT5G46490 // AT2G14080 // AT5G40060 // AT2G19860 // AT1G61180 // AT1G12060 // AT5G46270 // AT5G43730 // AT1G61300 // AT1G63870 // AT1G72860 // AT5G02190 // AT5G41740 // AT5G17680 // AT1G59218 // AT5G40910 // AT5G66900 // AT4G10780 // AT4G19520 // AT4G36140 // AT5G11250 // AT1G58807 // AT4G19500 // AT1G58848 // AT5G46260 // AT1G61310 // AT3G46530 // AT1G12280 // AT3G46730 // AT5G43740 // AT5G41750 // AT4G27220 // AT1G58602 // AT1G59124 // AT5G38850 // AT4G16920 
GO:0006952	P	defense response	72	1904	766	37767	1.6e-06	0.00052	// AT5G46490 // AT3G44480 // AT2G43535 // AT3G23010 // AT4G12560 // AT1G77920 // AT2G14080 // AT5G46470 // AT5G46330 // AT3G44670 // AT4G13920 // AT3G44630 // AT1G61180 // AT2G30020 // AT5G46270 // AT5G43730 // AT1G61300 // AT1G63870 // AT1G72860 // AT1G72940 // AT1G12290 // AT1G58602 // AT5G44510 // AT5G41740 // AT5G17680 // AT1G51270 // AT1G72920 // AT1G59218 // AT5G37770 // AT1G24010 // AT1G62630 // AT5G40910 // AT2G40000 // AT3G05360 // AT5G66900 // AT5G55390 // AT1G59124 // AT4G10780 // AT1G59620 // AT3G61220 // AT4G19520 // AT4G36140 // AT1G63360 // AT5G11250 // AT5G66890 // AT1G58807 // AT2G22240 // AT4G19500 // AT4G13810 // AT1G58848 // AT5G46260 // AT1G61310 // AT1G12280 // AT3G46530 // AT1G72950 // AT2G18950 // AT1G69550 // AT3G46730 // AT5G43740 // AT5G41750 // AT4G27220 // AT4G16920 // AT5G58120 // AT4G16890 // AT1G72930 // AT1G45616 // AT5G52640 // AT1G72910 // AT1G56510 // AT3G05370 // AT5G38850 // AT4G26850 
GO:0010035	P	response to inorganic substance	35	1904	279	37767	3.7e-06	0.0011	// AT5G62470 // AT3G17790 // AT2G18170 // AT3G22460 // AT5G24380 // AT3G27820 // AT1G64320 // AT1G74840 // AT2G46830 // AT2G35840 // AT1G56650 // AT5G37770 // AT5G13740 // AT2G17660 // AT1G20630 // AT4G26560 // AT2G37760 // AT4G12400 // AT2G22240 // AT1G70000 // AT2G16720 // AT3G15352 // AT4G13180 // AT1G75280 // AT2G39920 // AT3G12580 // AT5G52660 // AT5G59780 // AT5G19140 // AT4G34990 // AT5G52640 // AT5G65140 // AT5G59720 // AT1G72650 // AT1G18330 
GO:0009737	P	response to abscisic acid stimulus	40	1904	378	37767	3.1e-05	0.0079	// AT5G62470 // AT2G17290 // AT5G16600 // AT3G61890 // AT2G33380 // AT5G52310 // AT4G17615 // AT2G46270 // AT3G28210 // AT1G69270 // AT1G74840 // AT2G46830 // AT1G01720 // AT1G47510 // AT4G23260 // AT4G27410 // AT3G11410 // AT5G37770 // AT4G34000 // AT2G22430 // AT4G26080 // AT3G02850 // AT1G70000 // AT2G23430 // AT1G76180 // AT4G18010 // AT1G20450 // AT4G22200 // AT1G69260 // AT1G63840 // AT1G54100 // AT5G52660 // AT1G29395 // AT2G16720 // AT4G01060 // AT2G39800 // AT4G34990 // AT1G20630 // AT2G46680 // AT1G49720 
GO:0009628	P	response to abiotic stimulus	107	1904	1471	37767	0.00022	0.05	// AT5G49730 // AT3G47950 // AT4G28556 // AT2G33380 // AT3G22420 // AT1G02270 // AT1G12610 // AT4G25470 // AT4G25480 // AT4G22950 // AT1G20450 // AT5G49480 // AT2G22240 // AT1G70000 // AT5G26990 // AT1G78290 // AT2G24040 // AT4G35900 // AT4G26850 // AT5G59780 // AT3G04110 // AT5G62470 // AT5G65060 // AT4G03290 // AT2G39800 // AT4G17615 // AT3G19850 // AT3G55120 // AT4G27410 // AT5G02200 // AT4G34990 // AT4G36990 // AT5G03240 // AT2G46340 // AT1G07400 // AT4G12400 // AT3G22370 // AT2G18050 // AT3G25050 // AT1G18710 // AT5G24120 // AT1G50280 // AT1G27760 // AT3G50840 // AT3G14070 // AT5G58140 // AT2G32390 // AT5G59720 // AT5G08790 // AT4G11280 // AT3G61890 // AT1G10760 // AT4G02200 // AT4G36930 // AT3G17800 // AT3G08720 // AT5G14640 // AT2G46790 // AT3G05700 // AT4G34000 // AT4G32980 // AT1G13080 // AT2G16720 // AT1G76180 // AT5G07990 // AT2G45660 // AT3G11020 // AT3G12580 // AT1G11270 // AT1G54100 // AT5G52640 // AT1G67080 // AT1G72650 // AT2G36750 // AT1G18330 // AT3G62090 // AT3G52115 // AT1G01520 // AT5G52310 // AT5G17580 // AT5G41340 // AT5G38150 // AT1G74840 // AT2G46830 // AT1G56650 // AT5G37770 // AT2G29090 // AT2G04240 // AT3G07520 // AT2G22430 // AT4G26080 // AT3G45650 // AT3G21890 // AT2G18260 // AT4G12850 // AT5G46180 // AT2G18950 // AT4G01060 // AT5G52660 // AT1G29395 // AT1G76570 // AT1G54160 // AT3G11410 // AT1G10940 // AT1G20630 // AT2G46680 // AT4G25490 
